"Year","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","proc.note","edited","plantid","Plot","trt","obs.alive","surv"
2023,NA,NA,NA,NA,NA,"NPNT > 2 years.",NA,FALSE,"3194_5_3C","5","drought",FALSE,FALSE
2019,1,12,6,1,"1.5","",NA,FALSE,"3195_1_16B","1","irrigated",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3195_1_16B","1","irrigated",FALSE,TRUE
2021,1,14.5,11,1,"2","",NA,FALSE,"3195_1_16B","1","irrigated",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP",NA,FALSE,"3195_1_16B","1","irrigated",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3195_1_16B","1","irrigated",FALSE,FALSE
2018,4,18.5,14.5,2,"3","found plant with unlisted tag ",NA,FALSE,"3195_5_1A","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3195_5_1A","5","drought",FALSE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3195_5_1A","5","drought",FALSE,TRUE
2021,1,NA,15.5,0,NA,"",NA,FALSE,"3195_5_1A","5","drought",TRUE,TRUE
2022,4,NA,25,0,NA,"",NA,FALSE,"3195_5_1A","5","drought",TRUE,TRUE
2023,3,27,20,2,"SOS","",NA,FALSE,"3195_5_1A","5","drought",TRUE,TRUE
2019,1,NA,10,0,NA,"",NA,FALSE,"3196_13_14A","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3196_13_14A","13","control",FALSE,TRUE
2021,1,NA,17.5,0,NA,"",NA,FALSE,"3196_13_14A","13","control",TRUE,TRUE
2022,2,23,9,2,"SOS","umbels and leaves died",NA,FALSE,"3196_13_14A","13","control",TRUE,TRUE
2023,NA,NA,NA,NA,NA,"NPNT; maybe eaten by dactylis",NA,FALSE,"3196_13_14A","13","control",FALSE,FALSE
2016,5,NA,9.6,2,"2.4","",NA,FALSE,"3196_5_4D","5","drought",TRUE,TRUE
2017,6,NA,10.5,4,"4","",NA,FALSE,"3196_5_4D","5","drought",TRUE,TRUE
2018,3,12.5,8.5,1,NA,"",NA,FALSE,"3196_5_4D","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3196_5_4D","5","drought",FALSE,FALSE
2020,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3196_5_4D","5","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3196_5_4D","5","drought",FALSE,FALSE
2022,6,25,18,2,"SOS","Maybe 2 plants","NA; tag modified for gap",TRUE,"3196b_5_4D","5","drought",TRUE,TRUE
2023,4,28,11,2,"SOS","2022: maybe 2 plants?","NA; tag modified for gap",TRUE,"3196b_5_4D","5","drought",TRUE,TRUE
2019,1,NA,8,0,NA,"",NA,FALSE,"3197_1_15J","1","irrigated",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3197_1_15J","1","irrigated",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3197_1_15J","1","irrigated",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3197_1_15J","1","irrigated",FALSE,FALSE
2016,3,NA,4.7,0,NA,"",NA,FALSE,"3197_5_3A","5","drought",TRUE,TRUE
2017,0,NA,NA,NA,NA,"No plant/dead?","NA; survival imputed based on subsq. record",TRUE,"3197_5_3A","5","drought",FALSE,TRUE
2018,5,14,12,1,"2.75","",NA,FALSE,"3197_5_3A","5","drought",TRUE,TRUE
2019,1,NA,11,0,NA,"",NA,FALSE,"3197_5_3A","5","drought",TRUE,TRUE
2020,3,NA,13.8,0,NA,"",NA,FALSE,"3197_5_3A","5","drought",TRUE,TRUE
2021,6,25.5,17,2,"SOS","",NA,FALSE,"3197_5_3A","5","drought",TRUE,TRUE
2022,7,29,14,4,"SOS","",NA,FALSE,"3197_5_3A","5","drought",TRUE,TRUE
2023,5,34,11,4,"SOS","",NA,FALSE,"3197_5_3A","5","drought",TRUE,TRUE
2019,1,NA,10.5,0,NA,"",NA,FALSE,"3198_1_16H","1","irrigated",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3198_1_16H","1","irrigated",FALSE,TRUE
2021,2,NA,12.5,0,NA,"",NA,FALSE,"3198_1_16H","1","irrigated",TRUE,TRUE
2022,1,NA,19,0,NA,"",NA,FALSE,"3198_1_16H","1","irrigated",TRUE,TRUE
2023,0,NA,NA,NA,NA,"Accidentally pulled tag--no plant though.",NA,FALSE,"3198_1_16H","1","irrigated",FALSE,FALSE
2016,1,NA,10.1,1,"3.1","",NA,FALSE,"3198_5_9B","5","drought",TRUE,TRUE
2017,0,NA,NA,NA,NA,"No plant/dead?",NA,FALSE,"3198_5_9B","5","drought",FALSE,FALSE
2018,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3198_5_9B","5","drought",FALSE,FALSE
2019,1,NA,11,0,NA,"","NA; tag modified for gap",TRUE,"3198b_5_9B","5","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; tag modified for gap; survival imputed based on subsq. record",TRUE,"3198b_5_9B","5","drought",FALSE,TRUE
2021,1,NA,15,0,NA,"","NA; tag modified for gap",TRUE,"3198b_5_9B","5","drought",TRUE,TRUE
2022,2,27.5,10,2,"SOS","","NA; tag modified for gap",TRUE,"3198b_5_9B","5","drought",TRUE,TRUE
2023,1,NA,19,0,NA,"","NA; tag modified for gap",TRUE,"3198b_5_9B","5","drought",TRUE,TRUE
2019,1,NA,14,0,NA,"",NA,FALSE,"3199_1_17H","1","irrigated",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3199_1_17H","1","irrigated",FALSE,TRUE
2021,1,NA,11.5,0,NA,"",NA,FALSE,"3199_1_17H","1","irrigated",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP",NA,FALSE,"3199_1_17H","1","irrigated",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3199_1_17H","1","irrigated",FALSE,FALSE
2016,5,NA,9.5,2,"2.9","",NA,FALSE,"3199_5_4B","5","drought",TRUE,TRUE
2017,5,NA,9,2,"4","",NA,FALSE,"3199_5_4B","5","drought",TRUE,TRUE
2018,4,12.5,9.5,2,"3.5","",NA,FALSE,"3199_5_4B","5","drought",TRUE,TRUE
2019,2,NA,12,0,NA,"",NA,FALSE,"3199_5_4B","5","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3199_5_4B","5","drought",FALSE,TRUE
2021,3,NA,14,0,NA,"",NA,FALSE,"3199_5_4B","5","drought",TRUE,TRUE
2022,5,24,18,2,"SOS","",NA,FALSE,"3199_5_4B","5","drought",TRUE,TRUE
2023,7,37,16,4,"SOS","",NA,FALSE,"3199_5_4B","5","drought",TRUE,TRUE
2019,1,NA,5.5,0,NA,"",NA,FALSE,"3200_1_19I","1","irrigated",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3200_1_19I","1","irrigated",FALSE,TRUE
2021,1,NA,11,0,NA,"",NA,FALSE,"3200_1_19I","1","irrigated",TRUE,TRUE
2022,1,NA,17,0,NA,"",NA,FALSE,"3200_1_19I","1","irrigated",TRUE,TRUE
2023,1,NA,15,0,NA,"",NA,FALSE,"3200_1_19I","1","irrigated",TRUE,TRUE
2016,4,NA,7.5,2,"4.1","",NA,FALSE,"3200_5_4F","5","drought",TRUE,TRUE
2017,7,NA,11.5,4,"2","",NA,FALSE,"3200_5_4F","5","drought",TRUE,TRUE
2018,1,9,9,0,NA,"",NA,FALSE,"3200_5_4F","5","drought",TRUE,TRUE
2019,1,NA,9,0,NA,"",NA,FALSE,"3200_5_4F","5","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3200_5_4F","5","drought",FALSE,TRUE
2021,2,18.5,8,1,"4.5","",NA,FALSE,"3200_5_4F","5","drought",TRUE,TRUE
2022,5,22,15,3,"SOS","",NA,FALSE,"3200_5_4F","5","drought",TRUE,TRUE
2023,8,30,14,4,"SOS","",NA,FALSE,"3200_5_4F","5","drought",TRUE,TRUE
2021,1,NA,7,0,NA,"",NA,FALSE,"3226_12_19D","12","irrigated",TRUE,TRUE
2022,1,NA,7.5,0,NA,"",NA,FALSE,"3226_12_19D","12","irrigated",TRUE,TRUE
2023,2,NA,8,0,NA,"",NA,FALSE,"3226_12_19D","12","irrigated",TRUE,TRUE
2016,3,NA,8,0,NA,"",NA,FALSE,"3287_13_10H","13","control",TRUE,TRUE
2017,2,NA,13,1,"2","",NA,FALSE,"3287_13_10H","13","control",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3287_13_10H","13","control",FALSE,FALSE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3287_13_10H","13","control",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3287_13_10H","13","control",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3287_13_10H","13","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3287_13_10H","13","control",FALSE,FALSE
2016,8,NA,3,3,"2.5","2 stalks","tag mis-entered as 3298 in 2016",TRUE,"3296_7_9C","7","drought",TRUE,TRUE
2017,3,NA,18,2,"3","",NA,FALSE,"3296_7_9C","7","drought",TRUE,TRUE
2018,5,26,14,3,"4.8","tag says '3298'",NA,FALSE,"3296_7_9C","7","drought",TRUE,TRUE
2019,5,37,10.5,3,"6.5","tag says '3298'",NA,FALSE,"3296_7_9C","7","drought",TRUE,TRUE
2020,4,22.5,11.2,2,"SOS","tag says '3298'",NA,FALSE,"3296_7_9C","7","drought",TRUE,TRUE
2021,5,16.5,11.5,2,"SOS","",NA,FALSE,"3296_7_9C","7","drought",TRUE,TRUE
2022,2,54,18,1,"6","tag says '3298' ",NA,FALSE,"3296_7_9C","7","drought",TRUE,TRUE
2023,6,49,16,3,"SOS","tag says 3298!",NA,FALSE,"3296_7_9C","7","drought",TRUE,TRUE
2016,1,NA,7,1,"2","",NA,FALSE,"3297_15_12I","15","drought",TRUE,TRUE
2017,7,NA,17.5,3,"3.5","",NA,FALSE,"3297_15_12I","15","drought",TRUE,TRUE
2018,6,28.5,21.5,2,"3.3","",NA,FALSE,"3297_15_12I","15","drought",TRUE,TRUE
2019,3,17,8,2,"2.5","",NA,FALSE,"3297_15_12I","15","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3297_15_12I","15","drought",FALSE,TRUE
2021,5,17,18,1,"3.5","",NA,FALSE,"3297_15_12I","15","drought",TRUE,TRUE
2022,4,39,21,2,"SOS","",NA,FALSE,"3297_15_12I","15","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"plant flowered, but clipped 5/15 or now gone",NA,FALSE,"3297_15_12I","15","drought",FALSE,FALSE
2021,1,NA,9,0,NA,"",NA,FALSE,"3299_13_1G","13","control",TRUE,TRUE
2022,1,NA,14,0,NA,"",NA,FALSE,"3299_13_1G","13","control",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3299_13_1G","13","control",FALSE,FALSE
2016,6,NA,10.1,1,"4","",NA,FALSE,"3300_14_6B","14","drought",TRUE,TRUE
2017,4,NA,13,1,"3.5","",NA,FALSE,"3300_14_6B","14","drought",TRUE,TRUE
2018,2,14.5,14.5,0,NA,"",NA,FALSE,"3300_14_6B","14","drought",TRUE,TRUE
2019,3,23,11,1,"4","",NA,FALSE,"3300_14_6B","14","drought",TRUE,TRUE
2020,1,NA,9.9,0,NA,"",NA,FALSE,"3300_14_6B","14","drought",TRUE,TRUE
2021,1,NA,9.5,0,NA,"",NA,FALSE,"3300_14_6B","14","drought",TRUE,TRUE
2022,1,NA,25,0,NA,"",NA,FALSE,"3300_14_6B","14","drought",TRUE,TRUE
2023,3,36,18,1,"6","",NA,FALSE,"3300_14_6B","14","drought",TRUE,TRUE
2016,4,NA,12,1,"2","",NA,FALSE,"3303_15_10J","15","drought",TRUE,TRUE
2017,3,NA,19,0,NA,"",NA,FALSE,"3303_15_10J","15","drought",TRUE,TRUE
2018,4,19,13.5,3,"3.5","",NA,FALSE,"3303_15_10J","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3303_15_10J","15","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3303_15_10J","15","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3303_15_10J","15","drought",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3303_15_10J","15","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3303_15_10J","15","drought",FALSE,FALSE
2016,3,NA,11,1,"4.1","Dead leaves",NA,FALSE,"3304_3_3B","3","control",TRUE,TRUE
2017,2,NA,13,1,"3.5","",NA,FALSE,"3304_3_3B","3","control",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3304_3_3B","3","control",FALSE,FALSE
2019,0,NA,NA,NA,NA,"",NA,FALSE,"3304_3_3B","3","control",FALSE,FALSE
2020,1,NA,10.7,0,NA,"","NA; tag modified for gap",TRUE,"3304b_3_3B","3","control",TRUE,TRUE
2021,3,34.5,19,1,"5","next to 3831","NA; tag modified for gap",TRUE,"3304b_3_3B","3","control",TRUE,TRUE
2022,4,52,22,2,"SOS","next to 3831","NA; tag modified for gap",TRUE,"3304b_3_3B","3","control",TRUE,TRUE
2023,3,51,29,1,"10","","NA; tag modified for gap",TRUE,"3304b_3_3B","3","control",TRUE,TRUE
2021,2,22.5,15,1,"2","",NA,FALSE,"3305_14_7B","14","drought",TRUE,TRUE
2022,2,30,14,1,"3.5","",NA,FALSE,"3305_14_7B","14","drought",TRUE,TRUE
2023,3,45,16,2,"SOS","",NA,FALSE,"3305_14_7B","14","drought",TRUE,TRUE
2017,1,NA,19,1,"2.4","",NA,FALSE,"3308_7_0I","7","drought",TRUE,TRUE
2018,2,28.5,13,1,"5.5","",NA,FALSE,"3308_7_0I","7","drought",TRUE,TRUE
2019,3,28,12,2,"4","",NA,FALSE,"3308_7_0I","7","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3308_7_0I","7","drought",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3308_7_0I","7","drought",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3308_7_0I","7","drought",FALSE,FALSE
2023,NA,NA,NA,NA,NA,"NPNT > 2 years",NA,FALSE,"3308_7_0I","7","drought",FALSE,FALSE
2016,1,NA,2.4,1,"3.2","",NA,FALSE,"3313_3_3B","3","control",TRUE,TRUE
2017,3,NA,8,0,NA,"",NA,FALSE,"3313_3_3B","3","control",TRUE,TRUE
2018,2,14.5,14.5,0,NA,"",NA,FALSE,"3313_3_3B","3","control",TRUE,TRUE
2019,4,NA,17,0,NA,"",NA,FALSE,"3313_3_3B","3","control",TRUE,TRUE
2020,1,NA,10.7,0,NA,"",NA,FALSE,"3313_3_3B","3","control",TRUE,TRUE
2021,3,NA,18.5,0,NA,"",NA,FALSE,"3313_3_3B","3","control",TRUE,TRUE
2022,2,38,18,1,"4","",NA,FALSE,"3313_3_3B","3","control",TRUE,TRUE
2023,2,30.5,26,1,"3","",NA,FALSE,"3313_3_3B","3","control",TRUE,TRUE
2017,3,NA,15,1,"1.7","Killed",NA,FALSE,"3319_6_11A","6","irrigated",TRUE,TRUE
2018,6,18,21,1,"2.4","",NA,FALSE,"3319_6_11A","6","irrigated",TRUE,TRUE
2019,4,22,15.5,1,"3","",NA,FALSE,"3319_6_11A","6","irrigated",TRUE,TRUE
2020,6,36,16.6,2,"SOS","half came out of the ground",NA,FALSE,"3319_6_11A","6","irrigated",TRUE,TRUE
2021,5,32,18,4,"SOS","",NA,FALSE,"3319_6_11A","6","irrigated",TRUE,TRUE
2022,7,55,16.5,5,"SOS","plant accidentally pulled, won't make seeds",NA,FALSE,"3319_6_11A","6","irrigated",TRUE,TRUE
2023,2,19,23,1,"2","new flower this week!",NA,FALSE,"3319_6_11A","6","irrigated",TRUE,TRUE
2021,5,41,18,3,"SOS","",NA,FALSE,"3321_4_16L","4","irrigated",TRUE,TRUE
2022,5,58,29.5,2,"SOS","next to 3732",NA,FALSE,"3321_4_16L","4","irrigated",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP-- lots of digging by rodents (?) in area. Next to 3732.",NA,FALSE,"3321_4_16L","4","irrigated",FALSE,FALSE
2017,1,NA,9.5,0,NA,"new tag (old tag = 3500)",NA,FALSE,"3323_2_2C","2","control",TRUE,TRUE
2018,2,12,12,0,NA,"",NA,FALSE,"3323_2_2C","2","control",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3323_2_2C","2","control",FALSE,TRUE
2020,2,19.3,13.1,1,"3.3","",NA,FALSE,"3323_2_2C","2","control",TRUE,TRUE
2021,1,NA,7.5,0,NA,"",NA,FALSE,"3323_2_2C","2","control",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP.",NA,FALSE,"3323_2_2C","2","control",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3323_2_2C","2","control",FALSE,FALSE
2018,2,12,12,0,NA,"",NA,FALSE,"3326_14_4C","14","drought",TRUE,TRUE
2019,2,NA,11,0,NA,"",NA,FALSE,"3326_14_4C","14","drought",TRUE,TRUE
2020,1,NA,11.2,0,NA,"",NA,FALSE,"3326_14_4C","14","drought",TRUE,TRUE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3326_14_4C","14","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3326_14_4C","14","drought",FALSE,FALSE
2017,1,NA,15,0,NA,"",NA,FALSE,"3327_7_1H","7","drought",TRUE,TRUE
2018,1,18.5,18.5,0,NA,"",NA,FALSE,"3327_7_1H","7","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3327_7_1H","7","drought",FALSE,FALSE
2020,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3327_7_1H","7","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3327_7_1H","7","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3327_7_1H","7","drought",FALSE,FALSE
2016,6,NA,5.5,1,"1.9","",NA,FALSE,"3328_5_0H","5","drought",TRUE,TRUE
2017,10,NA,17,5,"3","",NA,FALSE,"3328_5_0H","5","drought",TRUE,TRUE
2018,2,12.5,11.5,1,"3.8","",NA,FALSE,"3328_5_0H","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3328_5_0H","5","drought",FALSE,TRUE
2020,1,NA,13,0,NA,"",NA,FALSE,"3328_5_0H","5","drought",TRUE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3328_5_0H","5","drought",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3328_5_0H","5","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. NPNT in 2022. Was tag pulled in 2023?",NA,FALSE,"3328_5_0H","5","drought",FALSE,FALSE
2017,3,NA,11,0,NA,"",NA,FALSE,"3329_5_10H","5","drought",TRUE,TRUE
2018,2,7.5,7.5,0,NA,"",NA,FALSE,"3329_5_10H","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3329_5_10H","5","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3329_5_10H","5","drought",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3329_5_10H","5","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3329_5_10H","5","drought",FALSE,FALSE
2016,3,NA,5.7,1,"2.9","",NA,FALSE,"3330_5_9B","5","drought",TRUE,TRUE
2017,1,NA,10,1,"2.5","",NA,FALSE,"3330_5_9B","5","drought",TRUE,TRUE
2018,1,8,8,0,NA,"",NA,FALSE,"3330_5_9B","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3330_5_9B","5","drought",FALSE,FALSE
2020,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3330_5_9B","5","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3330_5_9B","5","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3330_5_9B","5","drought",FALSE,FALSE
2017,3,NA,9,1,"2.5","",NA,FALSE,"3331_5_13E","5","drought",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3331_5_13E","5","drought",FALSE,FALSE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3331_5_13E","5","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3331_5_13E","5","drought",FALSE,FALSE
2021,1,NA,14.5,0,NA,"","NA; tag modified for gap",TRUE,"3331b_5_13E","5","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP, tag really burried","NA; tag modified for gap",TRUE,"3331b_5_13E","5","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.","NA; tag modified for gap",TRUE,"3331b_5_13E","5","drought",FALSE,FALSE
2016,6,NA,10.5,3,"5","",NA,FALSE,"3332_15_5J","15","drought",TRUE,TRUE
2017,3,NA,16,2,"3","",NA,FALSE,"3332_15_5J","15","drought",TRUE,TRUE
2018,5,20,22,1,"2.1","",NA,FALSE,"3332_15_5J","15","drought",TRUE,TRUE
2019,3,NA,14,0,NA,"",NA,FALSE,"3332_15_5J","15","drought",TRUE,TRUE
2020,2,6.5,13.6,0,"0","had 1-eaten",NA,FALSE,"3332_15_5J","15","drought",TRUE,TRUE
2021,1,5,18,1,NA,"",NA,FALSE,"3332_15_5J","15","drought",TRUE,TRUE
2022,3,NA,21,0,NA,"next to 3940",NA,FALSE,"3332_15_5J","15","drought",TRUE,TRUE
2023,1,29,15,1,"3","next to 3940",NA,FALSE,"3332_15_5J","15","drought",TRUE,TRUE
2016,3,NA,1.7,1,"1.9","",NA,FALSE,"3333_13_12A","13","control",TRUE,TRUE
2017,2,NA,12,0,"3","",NA,FALSE,"3333_13_12A","13","control",TRUE,TRUE
2018,2,12,11,1,"1.7","",NA,FALSE,"3333_13_12A","13","control",TRUE,TRUE
2019,2,13,8,1,"2.5","",NA,FALSE,"3333_13_12A","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3333_13_12A","13","control",FALSE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3333_13_12A","13","control",FALSE,TRUE
2022,2,20,7.5,2,"SOS","",NA,FALSE,"3333_13_12A","13","control",TRUE,TRUE
2023,3,29,6,2,"SOS","1 umbel dead",NA,FALSE,"3333_13_12A","13","control",TRUE,TRUE
2016,NA,NA,NA,1,"2.3","",NA,FALSE,"3334_5_18C","5","drought",TRUE,TRUE
2017,4,NA,15.5,2,"2.5","",NA,FALSE,"3334_5_18C","5","drought",TRUE,TRUE
2018,3,10.5,14.5,1,"2.5","",NA,FALSE,"3334_5_18C","5","drought",TRUE,TRUE
2019,3,NA,14,0,NA,"",NA,FALSE,"3334_5_18C","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3334_5_18C","5","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3334_5_18C","5","drought",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3334_5_18C","5","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3334_5_18C","5","drought",FALSE,FALSE
2016,3,NA,4,1,"2.7","",NA,FALSE,"3336_13_3C","13","control",TRUE,TRUE
2017,5,NA,13,2,"2.5","",NA,FALSE,"3336_13_3C","13","control",TRUE,TRUE
2018,3,9,9,0,NA,"",NA,FALSE,"3336_13_3C","13","control",TRUE,TRUE
2019,2,13,12,1,"2","",NA,FALSE,"3336_13_3C","13","control",TRUE,TRUE
2020,2,NA,10.8,0,NA,"",NA,FALSE,"3336_13_3C","13","control",TRUE,TRUE
2021,1,NA,10,0,NA,"",NA,FALSE,"3336_13_3C","13","control",TRUE,TRUE
2022,2,24,18,1,"4","",NA,FALSE,"3336_13_3C","13","control",TRUE,TRUE
2023,4,34,10,4,"SOS","2 umbels dead",NA,FALSE,"3336_13_3C","13","control",TRUE,TRUE
2017,3,NA,10,2,"1.5","",NA,FALSE,"3338_5_3I","5","drought",TRUE,TRUE
2018,3,11,11,0,NA,"",NA,FALSE,"3338_5_3I","5","drought",TRUE,TRUE
2019,1,NA,14.5,0,NA,"",NA,FALSE,"3338_5_3I","5","drought",TRUE,TRUE
2020,1,NA,13,0,NA,"",NA,FALSE,"3338_5_3I","5","drought",TRUE,TRUE
2021,1,NA,12.5,0,NA,"",NA,FALSE,"3338_5_3I","5","drought",TRUE,TRUE
2022,3,23,15,2,"SOS","",NA,FALSE,"3338_5_3I","5","drought",TRUE,TRUE
2023,4,25,17,3,"SOS","",NA,FALSE,"3338_5_3I","5","drought",TRUE,TRUE
2016,1,NA,8.5,0,NA,"",NA,FALSE,"3340_14_4A","14","drought",TRUE,TRUE
2017,1,NA,10.5,0,NA,"",NA,FALSE,"3340_14_4A","14","drought",TRUE,TRUE
2018,2,10.5,10.5,0,NA,"",NA,FALSE,"3340_14_4A","14","drought",TRUE,TRUE
2019,1,NA,8,0,NA,"",NA,FALSE,"3340_14_4A","14","drought",TRUE,TRUE
2020,2,NA,6.8,0,NA,"",NA,FALSE,"3340_14_4A","14","drought",TRUE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3340_14_4A","14","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3340_14_4A","14","drought",FALSE,FALSE
2016,3,NA,4,1,"0.5","",NA,FALSE,"3341_15_3H","15","drought",TRUE,TRUE
2017,3,NA,23,0,NA,"",NA,FALSE,"3341_15_3H","15","drought",TRUE,TRUE
2018,2,16,16,0,NA,"",NA,FALSE,"3341_15_3H","15","drought",TRUE,TRUE
2019,1,NA,24.5,0,NA,"",NA,FALSE,"3341_15_3H","15","drought",TRUE,TRUE
2020,1,8,17.4,0,"0","umbel eaten",NA,FALSE,"3341_15_3H","15","drought",TRUE,TRUE
2021,2,24,9,2,"SOS","",NA,FALSE,"3341_15_3H","15","drought",TRUE,TRUE
2022,10,47,24.5,7,"SOS","",NA,FALSE,"3341_15_3H","15","drought",TRUE,TRUE
2023,6,53,17,5,"SOS","",NA,FALSE,"3341_15_3H","15","drought",TRUE,TRUE
2016,8,NA,7.3,1,"5.8","Diversity plot",NA,FALSE,"3342_4_14D","4","irrigated",TRUE,TRUE
